Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
2.5. Diferencias de cambio ......................................................................................................................................................................,"-7,740",0,0,0,-471,"1,255",0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,878"
2.6. Activos no corrientes en venta ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. FONDOS PROPIOS ..................................................................................................................................................................,"1,44,66,744","3,02,09,522","41,45,024","33,90,138","37,32,917","13,58,275","10,36,853","8,89,531","7,61,189","99,222","39,01,497","2,87,209","6,52,342","9,80,919","69,410","5,94,023","2,02,750","4,27,069","44,724","4,83,119","1,37,958","2,12,877","3,85,113","1,63,453","3,15,292","1,81,680","72,125","2,17,759","3,55,396","88,077","2,92,669","1,36,153","1,99,060","50,721","39,317","95,941","1,70,670","55,113","2,08,454","68,766","1,13,975","35,981","54,758","59,064","24,513","54,392","86,292","60,082","31,136","1,30,550","2,79,995","2,75,986","66,561","29,898","71,680","1,94,558","29,296","1,60,470","26,727","68,368","22,984","25,117","35,503","54,781","24,335","32,361","22,915","19,836","15,880","99,149","11,543","9,081","7,34,06,838"
3.1. Capital o fondo de dotación ......................................................................................................................................................................,"17,40,465","31,27,148","5,48,521","1,21,543","1,53,002","1,17,878","86,356","1,57,841","1,02,948","30,050","9,96,213","1,51,043","67,393","16,297","58,298","29,159","21,190","34,320","39,077","26,036","1,02,061","38,771","9,129","83,440","3,60,297","72,938","12,500","9,600","1,46,925","86,600","1,72,774","80,317","10,572","5,412","45,473","23,101","73,148","4,509","84,250","91,524","66,032","34,800","4,508","50,154","5,950","58,080","39,281","31,000","22,779","94,547","60,902","1,87,446","52,405","14,761","72,224","32,775","18,040","14,983","18,080","50,995","14,514","18,060","14,300","27,041","18,030","14,039","18,030","18,681","11,630","1,00,002","9,015","9,016","1,03,40,219"
3.1.1. Emitido ..................................................................................................................................................................,"17,40,465","31,27,148","5,48,521","1,21,543","1,53,002","1,17,878","86,356","1,57,841","1,02,948","30,050","9,96,213","1,51,043","67,393","16,297","58,298","29,159","21,190","34,320","39,077","26,036","1,02,061","38,771","9,129","83,440","4,42,792","72,938","12,500","9,600","1,46,925","86,600","1,72,774","80,317","10,572","5,412","45,473","23,101","73,148","4,509","84,250","91,524","66,032","34,800","4,508","50,154","5,950","58,080","39,281","31,000","22,779","94,547","60,902","1,87,446","52,405","14,761","72,224","32,775","18,040","14,983","18,080","50,995","14,514","18,060","14,300","27,041","18,030","14,039","18,030","18,681","11,630","1,00,002","9,015","9,016","1,04,22,714"
3.1.2. Pendiente de desembolso no exigido (-) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-82,495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-82,495"
3.2. Prima de emisión ......................................................................................................................................................................,"95,79,443","2,03,70,128",0,"12,16,291","13,73,270","3,19,676","1,93,208","1,97,547","54,949","65,407","11,39,990","10,662","1,66,572",13,0,"2,804",0,"98,216","59,354",0,0,0,"2,539","15,322",747,"49,008","7,275",511,"2,00,865","9,900",0,"1,32,087",94,138,0,"35,906","69,912",0,"1,364",0,"29,388",0,0,451,"7,212",0,"10,955","3,606",55,"75,874","6,611","57,140",0,0,0,"39,038",0,"27,818",0,0,"1,276",0,0,0,0,0,0,189,0,0,0,0,"3,56,32,811"
3.3. Reservas ..................................................................................................................................................................,"20,85,465","47,68,941","24,21,468","16,17,464","14,66,671","8,18,756","6,43,084","5,03,462","5,08,893","3,073","14,15,499","84,582","3,61,246","8,39,204","10,283","5,27,348","1,66,785","2,52,413","-62,152","4,04,188","22,897","1,35,581","3,34,902","53,363","-46,329","47,513","45,999","1,72,896","3,753","-12,917","95,026","-86,571","1,59,741","33,150","2,370","31,778","21,107","45,407","1,01,936","-23,804","17,454","1,028","48,414","5,903","8,395","-7,078","28,073","13,462","2,188","-38,819","1,59,467","28,762","9,220","14,353","-15,916","1,09,618","6,521","97,604","6,333","16,568","5,759","6,557","20,495","11,615","5,455","18,203","4,836",719,"3,715",-902,"2,328",60,"2,05,64,861"
3.3.1. Reservas (pérdidas) acumuladas ..........................................................................................................,"20,85,465","47,68,941","24,21,468","16,17,464","14,66,671","8,18,756","6,43,084","5,03,462","5,08,893","3,073","14,15,499","84,582","3,61,183","8,39,204","10,283","5,27,348","1,66,785","2,52,413","-62,152","4,04,188","22,897","1,35,581","3,34,902","53,363","-46,329","47,513","45,999","1,72,896","3,753","-12,917","92,792","-86,571","1,59,741","33,150","2,370","31,778","21,107","45,407","1,01,936","-23,804","17,454","1,028","48,412","5,903","8,395","-7,078","28,073","13,462","2,188","-38,819","1,59,467","28,762","9,220","14,353","-15,916","1,09,618","6,521","97,604","6,333","16,562","5,759","6,556","20,495","11,615","5,455","18,203","4,836",719,"3,715",-902,"2,328",60,"2,05,62,555"
3.3.2. Remanente ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,234",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,"2,306"
3.4. Otros instrumentos de capital ..........................................................................................................,"25,874","45,974",0,0,"1,557","11,695","1,875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86,975"
3.4.1. De instrumentos financieros compuestos ..........................................................................................................,0,"12,118",0,0,0,"11,695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,813"
3.4.2. Resto ..................................................................................................................................................................,"25,874","33,856",0,0,"1,557",0,"1,875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,162"
3.5. Menos: Valores propios ......................................................................................................................................................................,"-40,283","-21,640",0,0,"-1,865","-1,048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,843",0,0,0,0,0,0,0,0,0,0,0,0,0,-762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-68,603"
3.6. Cuotas participativas y fondos asociados (Cajas de Ahorros) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.1. Cuotas participativas ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.2. Fondo de reservas de cuotapartícipes ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.3. Fondo de estabilización ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7. Resultado del ejercicio ......................................................................................................................................................................,"24,39,825","32,56,190","14,87,484","6,85,097","8,56,563","1,66,538","1,35,227","30,681","1,06,773",692,"7,61,563","40,922","57,131","1,52,089",829,"34,712","1,56,475","50,364","8,445","65,305","13,000","38,525","48,280","11,483",584,"12,221","6,351","40,960","3,853","4,494","24,869","10,320","34,122","50,554","-8,526","5,156","6,503","5,197","20,904","3,889","1,101",153,"1,836","2,556","2,956","3,390","7,983","12,014","6,114","-1,052","53,015","2,638","4,936","1,547","15,372","78,802","4,735","20,065","2,314","4,890","1,435",500,"1,962","16,125",850,570,49,247,535,49,200,5,"1,10,73,536"
3.8. Menos: Dividendos y retribuciones ..........................................................................................................,"-13,64,045","-13,37,219","-3,12,449","-2,50,257","-1,16,281","-75,220","-22,897",0,"-12,374",0,"-4,11,768",0,0,"-26,684",0,0,"-1,41,700","-8,244",0,"-12,410",0,0,"-9,737",0,0,0,0,"-6,208",0,0,0,0,"-5,469","-38,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-65,675",0,0,0,"-4,085",0,0,"-1,254",0,0,-451,0,0,0,0,0,0,"-42,22,960"
TOTAL PATRIMONIO NETO,"1,67,30,937","3,03,69,575","40,96,675","34,03,335","37,96,599","13,75,364","12,17,548","8,75,588","8,00,520","99,222","39,19,166","2,80,332","6,50,432","9,80,965","69,410","5,95,989","2,16,069","4,61,505","41,868","4,83,165","1,52,702","2,14,666","3,85,374","1,56,555","3,15,463","1,82,439","74,515","2,17,822","3,55,396","87,723","2,92,092","1,36,399","1,99,109","50,721","39,344","95,469","1,70,822","61,478","2,08,454","69,386","1,13,351","36,086","54,812","59,064","25,247","54,506","1,09,060","60,082","31,137","1,31,310","2,79,995","2,75,986","68,088","30,131","71,680","2,55,268","29,338","1,60,470","53,318","68,368","22,984","25,117","35,503","54,781","24,294","32,361","22,915","19,836","15,880","99,149","11,543","9,081","7,62,70,934"
TOTAL PATRIMONIO NETO Y PASIVO,"30,01,91,340","28,46,76,011","10,96,77,312","6,77,69,985","7,12,96,929","4,67,15,535","2,35,15,503","2,48,26,980","1,56,86,791","74,27,834","1,87,69,866","1,15,63,354","1,47,78,572","1,09,80,154","74,48,456","81,91,176","77,14,443","90,15,272","39,90,926","48,10,983","76,74,480","51,42,321","40,52,947","35,11,682","41,43,758","90,65,995","34,73,738","36,25,327","24,07,434","37,59,595","35,90,701","14,27,999","19,25,855","12,19,922","5,38,883","15,73,321","23,49,842","6,86,788","22,70,462","5,65,561","6,79,715","8,94,135","3,89,584","10,42,860","3,99,855","17,81,566","6,19,132","10,66,897","9,28,026","7,71,770","27,90,379","31,14,706","3,31,822","3,48,757","11,30,698","2,81,609","4,24,513","35,73,146","1,74,732","73,637","62,143","44,650","10,90,161","1,82,746","85,216","32,608","23,690","20,031","16,667","1,38,760","12,949","9,108","1,13,45,90,301"
PRO-MEMORIA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. RIESGOS CONTINGENTES .................................................................................................................................................................,"8,06,46,871","7,91,89,810","1,10,19,608","2,32,64,891","96,02,521","39,30,854","18,46,636","17,33,986","19,10,649",4,"12,77,030","6,96,578","57,55,820","13,68,357","5,465","6,23,365","32,184","8,67,486",130,"5,80,780","88,474","2,06,315","5,57,942","2,95,645","3,59,649","67,568","24,062","6,23,863",0,"3,32,104","16,526",0,"68,419",49,0,"1,05,941","1,99,983","26,620","92,640","24,176","31,337","29,963","1,024","9,252","35,234",973,"48,772",109,"69,513","6,436","6,276","6,437","16,154",42,"1,24,112","5,01,375","1,53,264","66,017","2,612",0,"5,288",0,124,0,"21,200",28,0,"1,625","1,455","54,005",0,0,"22,86,35,628"
1.1. Garantías financieras ......................................................................................................................................................................,"7,83,64,059","7,91,86,770","1,10,19,596","2,31,00,613","96,02,521","38,80,674","18,46,636","17,10,882","19,10,350",4,"12,77,030","6,96,578","57,00,715","13,06,115","5,465","6,23,332","32,184","8,67,486",130,"5,73,831","88,474","1,93,509","5,55,297","2,95,507","3,59,214","67,568","24,062","6,21,470",0,"3,32,104","16,526",0,"66,434",49,0,"1,05,941","1,99,983","25,731","92,640","24,101","31,337","29,963","1,024","9,252","35,234",973,"47,122",109,"69,513","6,436",0,"6,437","16,154",42,"1,24,112","5,01,375","1,53,264","66,017","2,552",0,"5,288",0,124,0,"21,200",28,0,"1,625","1,455","54,005",0,0,"22,59,58,222"
1.2. Activos afectos a obligaciones de terceros ..........................................................................................................,0,3,0,365,0,0,0,241,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,276"
1.3. Otros riesgos contingentes ......................................................................................................................................................................,"22,82,812","3,037",12,"1,63,913",0,"50,180",0,"22,863",299,0,0,0,"55,105","62,236",0,33,0,0,0,"6,948",0,"12,806","2,645",128,435,0,0,"2,393",0,0,0,0,"1,985",0,0,0,0,889,0,75,0,0,0,0,0,0,0,0,0,0,"6,276",0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,75,130"
2. COMPROMISOS CONTINGENTES ..........................................................................................................,"7,07,13,556","4,86,11,654","1,66,59,427","96,91,594","2,13,20,178","77,12,100","38,97,633","39,56,970","30,52,729",0,"2,15,66,908","8,90,539","27,49,575","16,69,104","2,43,828","17,50,823","24,98,731","15,88,176","1,29,788","10,36,563","12,20,882","8,58,583","9,00,474","5,84,797","8,75,091","2,14,660","1,60,422","8,19,856","2,41,513","3,76,283","54,58,270","47,10,367","3,13,625",0,0,"1,89,450","4,58,334","56,613","4,02,202","53,779","63,839","20,340","3,942","97,818","76,637","65,996","56,254","22,37,190","41,141","20,765","21,17,477",0,"54,544","1,079","1,50,463",0,"6,076","16,688","6,442",0,"10,564","1,340","9,530",0,"6,759",0,10,0,0,"3,248",0,0,"24,27,03,219"
2.1. Disponibles por terceros ......................................................................................................................................................................,"6,58,49,900","4,31,56,188","1,17,42,836","89,48,108","1,93,41,118","73,85,309","33,72,191","38,40,795","29,65,929",0,"2,15,66,908","8,90,539","19,68,302","15,77,927",0,"17,50,518","24,98,731","15,04,409","1,29,788","9,85,909","12,20,882","7,50,964","8,19,428","5,04,881","8,17,709","1,30,130","1,60,422","7,56,353","2,41,513","3,76,272","53,96,041","47,10,367","2,96,770",0,0,"1,89,450","4,05,635","56,613","4,02,202","45,354","61,134","20,309","3,925","97,818","61,387","65,996","52,754","22,37,190","41,141","19,624","21,17,477",0,"53,926","1,004","1,50,463",0,"5,993","16,638","6,442",0,"9,674","1,340","1,301",0,"6,633",0,10,0,0,"3,242",0,0,"22,17,91,812"
2.2. Otros compromisos ......................................................................................................................................................................,"48,63,656","54,55,466","49,16,591","7,43,486","19,79,060","3,26,791","5,25,442","1,16,175","86,800",0,0,0,"7,81,273","91,177","2,43,828",305,0,"83,767",0,"50,654",0,"1,07,619","81,046","79,916","57,382","84,530",0,"63,503",0,11,"62,229",0,"16,855",0,0,0,"52,699",0,0,"8,425","2,705",31,17,0,"15,250",0,"3,500",0,0,"1,141",0,0,618,75,0,0,83,50,0,0,890,0,"8,229",0,126,0,0,0,0,6,0,0,"2,09,11,407"
