Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0131,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,
2.5. Diferencias de cambio ......................................................................................................................................................................,"-1,083",0,0,-274,0,744,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-522
2.6. Activos no corrientes en venta ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. FONDOS PROPIOS ..................................................................................................................................................................,"1,44,89,346","2,82,89,774","41,45,024","35,94,360","33,90,138","13,43,108","10,28,079","8,89,531","7,61,188","39,01,497","9,80,920","2,87,209","6,52,333","5,94,023","4,27,069","99,222","69,410","2,02,750","4,83,119","44,724","3,85,112","1,63,453","1,37,958","1,81,680","2,17,759","72,125","2,12,877","3,55,396","3,15,292","2,92,669",88077,"1,70,670","1,99,059","1,36,153","50,721","2,08,454","95,941","31,136","55,113","35,980","84,815","1,14,002","68,766","39,318","29,296","54,392","24,513","60,082","54,758","59,064","86,292","71,681","2,79,994","66,561","2,75,986","29,898","1,94,557","1,60,470","26,727","99,149","68,368","54,781","22,984","25,117","35,503","24,335","32,361","22,916","19,836","15,879","11,543","9,081","7,13,01,474"
3.1. Capital o fondo de dotación ......................................................................................................................................................................,"17,40,465","31,27,148","5,48,521","1,53,002","1,21,543","1,18,574","86,356","1,57,841","1,02,948","9,96,213","16,297","1,51,043","67,393","29,159","34,320","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,02,061","72,938","9,600","12,500","38,771","1,46,925","3,60,297","1,72,774",86600,"73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,901","52,405","1,87,446","14,761","32,775","14,983","18,080","1,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","18,030","18,681","11,630","9,015","9,016","1,03,40,914"
3.1.1. Emitido ..................................................................................................................................................................,"17,40,465","31,27,148","5,48,521","1,53,002","1,21,543","1,18,574","86,356","1,57,841","1,02,948","9,96,213","16,297","1,51,043","67,393","29,159","34,320","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,02,061","72,938","9,600","12,500","38,771","1,46,925","4,42,792","1,72,774",86600,"73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,901","52,405","1,87,446","14,761","32,775","14,983","18,080","1,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","18,030","18,681","11,630","9,015","9,016","1,04,23,409"
3.1.2. Pendiente de desembolso no exigido (-) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-82,495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-82,495"
3.2. Prima de emisión ......................................................................................................................................................................,"95,79,443","2,03,70,128",0,"13,73,270","12,16,291","3,33,176","1,93,208","1,97,547","54,949","11,39,990",13,"10,662","1,66,572","2,804","98,216","65,407",0,0,0,"59,354","2,539","15,322",0,"49,008",511,"7,275",0,"2,00,865",747,0,9900,"69,912",94,"1,32,087",138,"1,364","35,906",55,0,0,"75,874","29,388",0,0,0,0,"7,212","3,606",0,451,"10,955",0,"6,611",0,"57,140",0,"39,038","27,818",0,0,0,0,"1,276",0,0,0,0,0,189,0,0,0,"3,56,46,311"
3.3. Reservas ..................................................................................................................................................................,"45,31,252","80,25,131","39,08,952","20,69,251","20,52,304","9,85,316","7,78,326","5,34,143","6,15,665","17,65,294","9,64,610","1,25,504","4,18,368","5,62,060","3,02,777","3,765","11,112","3,23,260","4,57,083","-53,707","3,73,444","64,846","35,897","59,734","2,07,648","52,350","1,74,106","7,606","-45,745","1,19,895",-8423,"27,610","1,88,393","-76,251","83,704","1,22,840","36,934","8,302","50,604","1,180","-85,606","18,582","-19,915","-6,155","11,256","-3,688","11,351","25,476","50,250","8,459","36,056",-543,"2,12,482","14,156","31,400","15,900","1,88,419","1,17,669","8,647",-853,"21,458","27,740","7,194","7,057","22,457","6,305","18,773","4,886",966,"4,249","2,528",65,"3,06,22,161"
3.3.1. Reservas (pérdidas) acumuladas ..........................................................................................................,"20,91,427","47,68,941","24,21,468","14,66,671","16,17,464","8,18,777","6,43,084","5,34,143","6,15,665","17,65,294","8,39,205","84,582","4,18,304","5,27,348","2,52,413","3,073","10,283","1,66,785","4,04,188","-53,707","3,34,902","53,363","22,897","47,513","1,72,896","45,999","1,35,581","7,606","-45,745","92,792",-8423,"21,107","1,59,741","-86,571","33,150","1,01,936","31,778","2,188","45,407","1,028","-85,606","17,481","-19,915","-6,155","6,521","-3,688","8,395","13,462","48,412","5,903","28,073",-543,"2,12,482","9,220","28,762","14,353","1,09,617","97,604","6,333",-853,"21,452","11,615","5,759","6,556","22,457","5,455","18,203","4,837",966,"3,714","2,328",60,"2,11,57,813"
3.3.2. Remanente ..................................................................................................................................................................,"24,39,825","32,56,190","14,87,484","6,02,580","4,34,840","1,66,539","1,35,242",0,0,0,"1,25,405","40,922",64,"34,712","50,364",692,829,"1,56,475","52,895",0,"38,542","11,483","13,000","12,221","34,752","6,351","38,525",0,0,"27,103",0,"6,503","28,652","10,320","50,554","20,904","5,156","6,114","5,197",152,0,"1,101",0,0,"4,735",0,"2,956","12,014","1,838","2,556","7,983",0,0,"4,936","2,638","1,547","78,802","20,065","2,314",0,6,"16,125","1,435",501,0,850,570,49,0,535,200,5,"94,64,348"
3.4. Otros instrumentos de capital ..........................................................................................................,"28,469","45,150",0,"1,643",0,"9,153","2,188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86,603"
3.4.1. De instrumentos financieros compuestos ..........................................................................................................,0,"10,782",0,0,0,"9,153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,935"
3.4.2. Resto ..................................................................................................................................................................,"28,469","34,368",0,"1,643",0,0,"2,188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,668"
3.5. Menos: Valores propios ......................................................................................................................................................................,"-26,238","-21,640",0,"-2,806",0,"-1,055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,843",0,0,0,0,0,0,0,0,0,0,0,0,-763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-55,507"
3.6. Cuotas participativas y fondos asociados (Cajas de Ahorros) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.1. Cuotas participativas ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.2. Fondo de reservas de cuotapartícipes ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.3. Fondo de estabilización ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7. Resultado del ejercicio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8. Menos: Dividendos y retribuciones ..........................................................................................................,"-13,64,045","-32,56,143","-3,12,449",0,0,"-1,02,056","-31,999",0,"-12,374",0,0,0,0,0,"-8,244",0,0,"-1,41,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-38,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-65,675",0,0,0,"-4,085",0,0,0,"-1,254",0,-451,0,0,0,0,0,"-53,39,008"
TOTAL PATRIMONIO NETO,"1,68,35,116","2,84,60,824","40,63,573","36,59,101","34,05,359","13,44,633","12,11,445","8,76,160","8,00,872","39,20,611","9,80,943","2,86,425","6,45,179","5,96,064","4,61,504","99,222","69,410","2,17,705","4,83,168","41,299","3,85,376","1,56,242","1,52,649","1,82,353","2,17,823","74,715","2,14,881","3,55,396","3,15,441","2,92,092",87714,"1,70,643","1,99,111","1,36,501","50,721","2,08,454","94,965","31,137","61,525","36,116","84,815","1,13,384","69,381","39,345","29,329","54,506","25,294","60,082","54,812","59,064","1,26,968","71,681","2,79,994","68,088","2,75,986","30,108","2,61,356","1,60,470","54,718","99,149","68,368","54,781","22,984","25,117","35,503","24,293","32,361","22,916","19,836","15,879","11,543","9,081","7,42,43,660"
TOTAL PATRIMONIO NETO Y PASIVO,"30,66,70,441","28,53,52,299","10,16,96,347","6,99,48,483","6,57,61,073","4,81,84,023","2,48,45,491","2,49,75,685","1,58,54,627","1,80,02,379","1,09,11,789","1,13,92,888","1,57,20,887","80,34,429","88,23,576","55,20,655","70,08,716","84,12,543","49,00,656","40,05,094","40,14,166","34,64,294","82,26,822","82,09,745","36,40,506","37,81,549","52,62,431","24,56,505","39,58,533","36,01,283",3328583,"25,96,794","18,76,135","14,41,648","8,65,516","24,35,911","15,46,972","7,53,935","6,86,980","8,70,311","8,55,705","6,37,120","5,50,425","5,91,197","3,96,907","18,02,043","4,12,681","10,70,258","3,81,452","10,87,791","5,96,106","11,73,227","28,28,461","3,45,346","31,42,535","3,62,574","2,93,952","37,38,788","1,83,280","1,38,655","73,668","4,15,345","61,633","44,852","11,04,944","68,855","32,706","23,557","20,074","16,707","12,982","9,110","1,13,15,13,636"
PRO-MEMORIA , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1. RIESGOS CONTINGENTES .................................................................................................................................................................,"8,40,48,969","8,60,49,540","1,11,31,790","89,24,235","2,15,62,973","49,67,075","17,72,148","16,67,949","18,65,009","12,80,420","13,34,021","6,97,294","49,64,537","6,39,939","8,81,690",4,"5,465","32,412","5,75,679","1,812","5,51,313","3,15,023","90,656","70,069","6,15,382","26,502","2,05,516",0,"3,09,522","16,340",322009,"2,03,369","68,689",0,49,"74,080","1,01,200","69,919","26,853","29,802","6,427","31,286","24,172",0,"1,52,649","1,373","35,013",109,"1,040","9,256","46,119","1,22,321","6,691","16,191","6,786",42,"5,05,973","66,011","2,474","43,948",0,0,"3,984",0,124,"18,725",28,0,"1,625","1,455",0,0,"23,66,03,076"
1.1. Garantías financieras ......................................................................................................................................................................,"8,17,12,081","8,60,47,483","1,11,31,778","89,24,235","2,13,99,986","49,10,445","17,72,148","16,46,021","18,64,602","12,80,420","12,72,051","6,97,294","49,64,332","6,39,906","8,81,690",4,"5,465","32,412","5,68,958","1,812","5,48,739","3,14,867","90,656","70,069","6,13,053","26,502","1,92,521",0,"3,09,087","16,340",322009,"2,03,369","66,814",0,49,"74,080","1,01,200","69,919","25,489","29,802","6,427","31,286","24,097",0,"1,52,649","1,373","35,013",109,"1,040","9,256","44,469","1,22,321",0,"16,191","6,786",42,"5,05,973","66,011","2,414","43,948",0,0,"3,984",0,124,"18,725",28,0,"1,625","1,455",0,0,"23,39,23,034"
1.2. Activos afectos a obligaciones de terceros ..........................................................................................................,0,3,0,0,365,0,0,241,0,0,6,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,276"
1.3. Otros riesgos contingentes ......................................................................................................................................................................,"23,36,888","2,054",12,0,"1,62,622","56,630",0,"21,687",407,0,"61,964",0,205,33,0,0,0,0,"6,720",0,"2,574",146,0,0,"2,329",0,"12,995",0,435,0,0,0,"1,875",0,0,0,0,0,"1,364",0,0,0,75,0,0,0,0,0,0,0,0,0,"6,691",0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,77,766"
2. COMPROMISOS CONTINGENTES ..........................................................................................................,"7,38,57,746","5,15,98,814","1,63,24,893","2,15,53,642","1,00,24,640","82,63,748","43,81,616","39,37,879","31,40,841","2,15,90,405","16,89,012","10,33,217","27,04,144","17,61,831","15,78,903",0,"8,64,451","25,05,577","10,94,013","1,23,029","9,04,479","5,38,995","12,61,148","2,80,464","8,04,734","1,76,723","7,30,293","2,50,035","9,39,898","54,60,050",368319,"5,56,249","3,12,483","47,82,926",0,"3,92,175","1,92,019","40,208","54,929","82,041","43,272","63,839","60,097",0,"12,323","67,485","75,155","22,36,353","3,768","93,895","54,783","1,25,224","21,39,905","50,943",0,"1,684",0,"13,926","8,092","3,106",0,0,"6,092","1,067","7,708","6,668",0,10,0,0,0,0,"25,12,31,964"
2.1. Disponibles por terceros ......................................................................................................................................................................,"6,82,52,053","4,34,78,599","1,19,07,654","1,94,30,764","90,58,694","73,08,895","33,91,024","38,80,522","30,54,041","2,15,90,405","15,88,595","10,33,217","19,55,648","17,61,526","14,84,399",0,0,"25,05,577","10,38,226","1,23,029","8,15,219","4,95,336","12,61,148","1,09,247","7,35,071","1,73,237","7,18,750","2,50,035","8,73,421","53,89,161",368225,"4,99,654","2,94,014","47,82,926",0,"3,92,175","1,92,019","40,208","54,929","19,678","42,074","61,134","48,148",0,"12,148","67,485","64,012","22,36,353","3,754","93,895","51,283","1,25,224","21,39,905","50,748",0,"1,009",0,"13,876","8,092","3,099",0,0,"5,191","1,067","1,243","6,658",0,10,0,0,0,0,"22,53,43,729"
2.2. Otros compromisos ......................................................................................................................................................................,"56,05,693","81,20,215","44,17,239","21,22,878","9,65,946","9,54,853","9,90,592","57,357","86,800",0,"1,00,417",0,"7,48,496",305,"94,504",0,"8,64,451",0,"55,787",0,"89,260","43,659",0,"1,71,217","69,663","3,486","11,543",0,"66,477","70,889",94,"56,595","18,469",0,0,0,0,0,0,"62,363","1,198","2,705","11,949",0,175,0,"11,143",0,14,0,"3,500",0,0,195,0,675,0,50,0,7,0,0,901,0,"6,465",10,0,0,0,0,0,0,"2,58,88,235"
