Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0131,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,
2.5. Diferencias de cambio ......................................................................................................................................................................,"8,093",0,0,-520,0,197,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,843"
2.6. Activos no corrientes en venta ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. FONDOS PROPIOS ..................................................................................................................................................................,"1,44,68,692","2,82,03,668","41,45,025","35,95,558","33,90,127","13,42,793","10,28,374","8,89,531","7,61,188","39,01,497","9,80,919","2,87,209","6,51,973","5,94,023","4,27,069","99,222","69,410","2,02,750","4,83,119","44,724","3,85,112","1,63,453","1,37,958","1,81,680","2,17,759","72,125","2,12,877","3,55,396","3,15,292","2,92,669",88077,"1,70,670","1,99,059","1,36,153","50,721","2,08,454","95,941","31,136","55,113","35,980","84,055","1,14,002","68,766","39,317","29,296","54,392","24,513","60,082","54,758","59,064","86,291","71,681","2,81,824","66,561","3,49,471","29,898","1,94,557","1,60,470","24,727","99,149","68,368","54,781","22,984","25,117","35,503","24,335","32,362","22,916","19,836","15,879","11,543","9,081","7,12,68,075"
3.1. Capital o fondo de dotación ......................................................................................................................................................................,"17,40,465","31,27,148","5,48,521","1,53,002","1,21,543","1,18,574","86,356","1,57,841","1,02,948","9,96,213","16,297","1,51,043","67,393","29,159","34,320","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,02,061","72,938","9,600","12,500","38,771","1,46,925","3,60,297","1,72,774",86600,"73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,902","52,405","2,62,431","14,761","32,775","14,983","18,080","1,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","18,030","18,681","11,630","9,015","9,016","1,04,15,900"
3.1.1. Emitido ..................................................................................................................................................................,"17,40,465","31,27,148","5,48,521","1,53,002","1,21,543","1,18,574","86,356","1,57,841","1,02,948","9,96,213","16,297","1,51,043","67,393","29,159","34,320","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,02,061","72,938","9,600","12,500","38,771","1,46,925","4,42,792","1,72,774",86600,"73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,902","52,405","3,37,417","14,761","32,775","14,983","18,080","1,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","18,030","18,681","11,630","9,015","9,016","1,05,73,381"
3.1.2. Pendiente de desembolso no exigido (-) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-82,495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,57,481"
3.2. Prima de emisión ......................................................................................................................................................................,"95,79,443","2,03,70,128",0,"13,73,270","12,16,291","3,33,176","1,93,208","1,97,547","54,949","11,39,990",13,"10,662","1,66,572","2,804","98,216","65,407",0,0,0,"59,354","2,539","15,322",0,"49,008",511,"7,275",0,"2,00,865",747,0,9900,"69,912",94,"1,32,087",138,"1,364","35,906",55,0,0,"75,874","29,388",0,0,0,0,"7,212","3,606",0,451,"10,954",0,"6,611",0,"57,140",0,"39,038","27,818",0,0,0,0,"1,276",0,0,0,0,0,189,0,0,0,"3,56,46,310"
3.3. Reservas ..................................................................................................................................................................,"45,23,752","80,25,131","35,96,504","20,69,251","20,52,293","9,85,322","7,78,308","5,34,143","6,15,665","17,65,294","9,64,609","1,25,504","4,18,008","5,62,060","3,02,777","3,765","11,112","3,23,260","4,57,083","-53,707","3,73,444","64,846","35,897","59,734","2,07,648","52,350","1,74,106","7,606","-45,745","1,19,895",-8423,"27,610","1,88,393","-76,251","83,704","1,22,840","36,934","8,302","50,604","1,180","-86,366","18,582","-19,915","-6,156","11,256","-3,688","11,351","25,476","50,250","8,459","36,056",-543,"2,14,311","14,156","29,900","15,900","1,88,419","1,17,669","8,647",-853,"21,458","27,740","7,194","7,057","22,457","6,305","18,774","4,886",966,"4,249","2,528",65,"3,03,01,398"
3.3.1. Reservas (pérdidas) acumuladas ..........................................................................................................,"20,83,927","47,68,941","35,96,504","14,66,671","16,17,453","8,18,783","6,43,084","5,34,143","6,15,665","17,65,294","8,39,204","84,582","4,17,945","5,27,348","2,52,413","3,073","10,283","1,66,785","4,04,188","-53,707","3,34,902","53,363","35,897","47,513","1,72,896","45,999","1,35,581","7,606","-45,745","92,792",-8423,"21,107","1,59,741","-86,571","33,150","1,01,936","31,778","2,188","45,407","1,028","-86,366","17,481","-19,915","-6,156","6,521","-3,688","8,395","13,462","48,412","5,903","28,073",-543,"2,14,311","9,220","27,262","14,353","1,09,617","97,604","6,333",-853,"21,452","11,615","5,759","6,556","22,457","5,455","18,204","4,837",966,"3,714","2,328",60,"2,23,37,553"
3.3.2. Remanente ..................................................................................................................................................................,"24,39,825","32,56,190",0,"6,02,580","4,34,840","1,66,539","1,35,224",0,0,0,"1,25,405","40,922",63,"34,712","50,364",692,829,"1,56,475","52,895",0,"38,542","11,483",0,"12,221","34,752","6,351","38,525",0,0,"27,103",0,"6,503","28,652","10,320","50,554","20,904","5,156","6,114","5,197",152,0,"1,101",0,0,"4,735",0,"2,956","12,014","1,838","2,556","7,983",0,0,"4,936","2,638","1,547","78,802","20,065","2,314",0,6,"16,125","1,435",501,0,850,570,49,0,535,200,5,"79,63,845"
3.4. Otros instrumentos de capital ..........................................................................................................,"31,074","45,357",0,"1,651",0,"9,313","2,501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,896"
3.4.1. De instrumentos financieros compuestos ..........................................................................................................,0,"10,785",0,0,0,"9,313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,098"
3.4.2. Resto ..................................................................................................................................................................,"31,074","34,572",0,"1,651",0,0,"2,501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"69,798"
3.5. Menos: Valores propios ......................................................................................................................................................................,"-41,997","-1,07,953",0,"-1,616",0,"-1,536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,843",0,0,0,0,0,0,0,0,0,0,0,0,-763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,56,870"
3.6. Cuotas participativas y fondos asociados (Cajas de Ahorros) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.1. Cuotas participativas ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.2. Fondo de reservas de cuotapartícipes ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6.3. Fondo de estabilización ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7. Resultado del ejercicio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8. Menos: Dividendos y retribuciones ..........................................................................................................,"-13,64,045","-32,56,143",0,0,0,"-1,02,056","-31,999",0,"-12,374",0,0,0,0,0,"-8,244",0,0,"-1,41,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-38,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-65,675",0,"-2,000",0,"-4,085",0,0,0,"-1,254",0,-451,0,0,0,0,0,"-50,28,559"
TOTAL PATRIMONIO NETO,"1,61,61,415","2,83,37,113","40,92,404","36,57,838","34,05,348","13,51,657","12,10,241","8,76,527","7,99,445","39,18,654","9,80,972","2,87,049","6,51,140","5,96,008","4,57,911","99,222","69,410","2,19,446","4,83,171","41,705","3,85,379","1,57,756","1,51,374","1,82,564","2,17,829","74,889","2,15,018","3,55,396","3,15,425","2,92,092",87737,"1,70,888","1,99,114","1,36,616","50,721","2,08,454","95,527","31,137","61,458","36,116","84,055","1,13,458","69,409","39,344","29,295","54,506","25,304","60,082","54,812","59,064","1,27,889","71,681","2,81,824","68,088","3,49,471","30,093","2,67,951","1,60,470","52,790","99,149","68,368","54,781","22,984","25,117","35,503","24,293","32,362","22,916","19,836","15,879","11,543","9,081","7,35,63,564"
TOTAL PATRIMONIO NETO Y PASIVO,"31,43,70,531","28,94,91,735","10,45,99,155","6,92,70,552","6,80,72,364","4,75,02,304","2,46,25,583","2,55,16,599","1,63,64,456","1,79,40,804","1,09,10,104","1,14,45,413","1,55,54,053","83,36,088","88,54,268","54,62,981","75,25,214","75,21,258","47,75,294","40,07,666","40,11,722","35,54,978","82,75,338","86,32,659","36,30,823","30,37,346","54,46,274","25,02,798","40,07,850","36,78,679",3401456,"22,37,526","18,65,192","15,21,321","8,42,539","24,32,651","15,51,866","8,10,289","6,86,654","8,27,892","10,33,895","6,37,679","5,77,391","4,67,234","2,79,410","18,07,130","4,16,318","10,71,913","3,86,268","11,10,874","6,05,365","12,34,864","28,60,217","3,11,209","33,25,132","3,71,998","3,04,379","38,30,282","1,83,648","1,41,144","73,748","1,97,385","65,956","44,901","11,31,606","86,635","32,794","23,606","20,137","16,753","13,015","9,113","1,14,77,74,274"
PRO-MEMORIA , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1. RIESGOS CONTINGENTES .................................................................................................................................................................,"8,56,17,559","8,62,58,537","1,07,69,404","85,83,772","2,25,64,499","49,90,479","17,54,055","16,59,715","19,12,808","13,73,791","13,10,301","6,92,443","68,12,170","6,54,726","8,91,052",4,"5,465","32,142","5,78,844","1,812","5,49,573","3,26,811","96,051","67,495","6,15,295","26,530","2,02,639",0,"2,70,109","16,382",338770,"1,99,152","70,352",0,49,"1,08,377","1,03,957","69,892","26,831","29,760","6,415","31,259","23,216",0,"1,54,186","1,359","34,836",120,"1,040","8,674","42,490","1,17,348","6,788","16,303","6,786",42,"5,07,380","66,008","2,492","43,652",0,0,"5,895",0,124,"27,971",28,0,"1,625","1,455",0,0,"24,06,89,095"
1.1. Garantías financieras ......................................................................................................................................................................,"8,32,72,700","8,62,57,024","1,07,69,392","85,83,772","2,24,03,889","49,29,737","17,54,055","16,36,758","19,12,144","13,73,791","12,48,922","6,92,443","68,11,965","6,54,693","8,91,052",4,"5,465","32,142","5,72,255","1,812","5,47,052","3,26,655","96,051","67,495","6,13,061","26,530","1,95,887",0,"2,69,674","16,382",338770,"1,99,152","68,500",0,49,"1,08,377","1,03,957","69,892","25,467","29,760","6,415","31,259","23,187",0,"1,54,186","1,359","34,836",120,"1,040","8,674","40,840","1,17,348",0,"16,303","6,786",42,"5,07,380","66,008","2,492","43,652",0,0,"5,895",0,124,"27,971",28,0,"1,625","1,455",0,0,"23,80,05,751"
1.2. Activos afectos a obligaciones de terceros ..........................................................................................................,0,3,0,0,365,0,0,241,0,0,6,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,276"
1.3. Otros riesgos contingentes ......................................................................................................................................................................,"23,44,859","1,510",12,0,"1,60,245","60,742",0,"22,716",664,0,"61,373",0,205,33,0,0,0,0,"6,588",0,"2,521",146,0,0,"2,234",0,"6,752",0,435,0,0,0,"1,852",0,0,0,0,0,"1,364",0,0,0,29,0,0,0,0,0,0,0,0,0,"6,788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,81,068"
2. COMPROMISOS CONTINGENTES ..........................................................................................................,"7,35,44,369","5,48,20,523","1,89,43,011","2,13,98,657","1,00,61,699","84,61,750","44,98,300","42,66,347","31,47,267","2,10,31,702","17,09,657","9,66,921","27,66,453","18,21,938","16,43,284",0,"78,520","24,69,728","10,76,087","83,043","9,29,367","4,94,218","11,81,350","1,43,592","7,92,196","1,72,531","6,90,194","2,54,743","10,47,725","28,90,667",386224,"5,60,075","3,14,886","24,17,569",0,"3,83,342","1,72,636","40,136","57,439","72,580","43,071","63,839","61,236",0,"16,990","68,212","80,238","22,35,438","3,525","98,256","58,344","1,25,474","21,80,495","48,837",0,"1,237",0,"17,440","7,793","3,381",0,0,"10,440","1,339","9,582","3,978",0,10,0,0,0,0,"25,09,29,881"
2.1. Disponibles por terceros ......................................................................................................................................................................,"6,91,86,702","4,54,98,957","1,27,47,314","1,91,33,903","90,62,564","73,46,053","37,36,061","41,63,775","30,60,467","2,10,31,702","15,98,608","9,66,921","18,85,102","18,21,633","15,24,840",0,0,"24,69,728","10,14,393","83,043","8,11,379","4,50,559","11,81,350","1,04,131","7,15,445","1,68,215","6,84,026","2,54,743","9,72,114","28,51,746",386130,"4,98,503","2,91,487","24,17,569",0,"3,83,342","1,72,636","40,136","57,439","20,984","42,092","61,134","43,219",0,"11,696","68,212","65,918","22,35,438","3,521","98,256","54,844","1,25,474","21,80,495","48,499",0,974,0,"17,390","7,793","3,380",0,0,"9,793","1,339","1,687","3,902",0,10,0,0,0,0,"22,38,78,766"
2.2. Otros compromisos ......................................................................................................................................................................,"43,57,667","93,21,566","61,95,697","22,64,754","9,99,135","11,15,697","7,62,239","1,02,572","86,800",0,"1,11,049",0,"8,81,351",305,"1,18,444",0,"78,520",0,"61,694",0,"1,17,988","43,659",0,"39,461","76,751","4,316","6,168",0,"75,611","38,921",94,"61,572","23,399",0,0,0,0,0,0,"51,596",979,"2,705","18,017",0,"5,294",0,"14,320",0,4,0,"3,500",0,0,338,0,263,0,50,0,1,0,0,647,0,"7,895",76,0,0,0,0,0,0,"2,70,51,115"
